id,sentence,dataset,index,guideline,label
1209,terrorism is vile,dynahate,37388,disgust repulsion,0
1210,stop saying that immigrants are vile,dynahate,1289,disgust repulsion,0
1211,stop saying that white people are vile,dynahate,38785,disgust repulsion,0
1212,the amount of fucking hate muslims get is disgusting,dynahate,40815,disgust repulsion,0
1213,nazis are filth,dynahate,36948,disgust repulsion,0
1214,stop saying that blacks are vile,dynahate,41195,disgust repulsion,0
1215,terrorism is disgusting,dynahate,37387,disgust repulsion,0
1216,I_x0019_m sick of hearing Muslims are filthy,dynahate,41082,disgust repulsion,0
1217,stop saying that whites are vile,dynahate,38786,disgust repulsion,0
1218,stop saying that asian people are vile,dynahate,998,disgust repulsion,0
1219,ableism is disgusting,dynahate,35396,disgust repulsion,0
1220,stop saying that foreigners are vile,dynahate,38802,disgust repulsion,0
1221,stop saying that jews are vile,dynahate,38787,disgust repulsion,0
1222,stop saying that muslims are vile,dynahate,894,disgust repulsion,0
1223,People that hate jews say they are disgusting rats and they are wrong,dynahate,35469,disgust repulsion,0
1224,just seen some disgusting graffiti saying _x001c_niggers are repulsive,dynahate,6705,disgust repulsion,0
1225,stop saying that brown people are vile,dynahate,38773,disgust repulsion,0
1226,It's abhorrent the way black people are treated,dynahate,11944,disgust repulsion,0
1227,These hateful guys are unlovable,dynahate,7146,disgust repulsion,0
1228,Jews are disgusting is a comment that should not be allowed on any social network,dynahate,40589,disgust repulsion,0
1229,Foreigners are disgusting is a comment that should not be allowed on any social network,dynahate,40594,disgust repulsion,0
1230,Immigrants are disgusting is a comment that should not be allowed on any social network,dynahate,40593,disgust repulsion,0
1231,it is disgusting to see so much hate for 'selfish jews',dynahate,40541,disgust repulsion,0
1232,Muslims are disgusting is a comment that should not be allowed on any social network,dynahate,40575,disgust repulsion,0
1233,homphobia is vile,dynahate,35390,disgust repulsion,0
1234,stop saying that africans are vile,dynahate,38789,disgust repulsion,0
1235,Blacks are disgusting is a comment that should not be allowed on any social network,dynahate,40584,disgust repulsion,0
1236,Refugees are disgusting is a comment that should not be allowed on any social network,dynahate,40595,disgust repulsion,0
1237,I hate racist people,dynahate,36467,disgust repulsion,0
1238,classism is disgusting,dynahate,35397,disgust repulsion,0
1239,this is absolutely fucking disgusting! vile shit,dynahate,6887,disgust repulsion,0
1240,stop saying that refugees are vile,dynahate,38798,disgust repulsion,0
1241,Nazis are scumbags,dynahate,36633,disgust repulsion,0
1242,racism is shit,dynahate,37335,disgust repulsion,0
1243,racist people are just plain creepy...,dynahate,30419,disgust repulsion,0
1244,Child molesters are fucking despicable,dynahate,38201,disgust repulsion,0
1245,stop saying that handicapped people are vile,dynahate,38795,disgust repulsion,0
1246,I'm sick of hearing all jews are a lowlife scum,dynahate,501,disgust repulsion,0
1247,all pricks who hurt foreigners are subhuman vermin,dynahate,12198,disgust repulsion,0
1248,women like me are filth? DISGUSTING OPINION,dynahate,4694,disgust repulsion,0
1249,discriminating against Traaansss is wroooonggg,dynahate,1956,disgust repulsion,0
1250,scum of the earth,dynahate,3270,disgust repulsion,0
1251,anti-Muslims are trash,dynahate,5362,disgust repulsion,0
1252,stop saying that disabled people are vile,dynahate,38782,disgust repulsion,0
1253,protesting is fucking disgusting,dynahate,41169,disgust repulsion,0
1254,stop saying that women are vile,dynahate,38796,disgust repulsion,0
1255,stop saying that asians are vile,dynahate,38774,disgust repulsion,0
1256,they are all ugly people and deserve to die,dynahate,7355,disgust repulsion,0
1257,stop saying that Indian people are vile,dynahate,38778,disgust repulsion,0
1258,those pigs are fucking filthy,dynahate,3966,disgust repulsion,0
1259,stop saying that Chinese people are vile,dynahate,38776,disgust repulsion,0
1260,People that hate jews say they are disgusting animals and they should have all been killed. How can anyone think that?,dynahate,35458,disgust repulsion,0
1261,so disgusted,dynahate,14670,disgust repulsion,0
1262,I hate people who hate gays,dynahate,38728,disgust repulsion,0
1263,Gays are disgusting is a comment that should not be allowed on any social network,dynahate,40577,disgust repulsion,0
1264,stop saying that asylum seekers are vile,dynahate,38799,disgust repulsion,0
1265,Disabled people are disgusting is a comment that should not be allowed on any social network,dynahate,40587,disgust repulsion,0
1266,It is wrong to say that Jews are despicable bugs,dynahate,36867,disgust repulsion,0
1267,I'm sick of hearing lesbians are disgusting,dynahate,36756,disgust repulsion,0
1268,Liberals are disgusting rats,dynahate,3918,disgust repulsion,0
1269,Gaaaaays are treated soooooo badly,dynahate,12390,disgust repulsion,0
1270,I hate misogyny its disgusting,dynahate,39643,disgust repulsion,0
1271,The amount of people i see calling for the death of all blacks is disgusting,dynahate,40487,disgust repulsion,0
1272,Women for Refugee Women is fucking useless,dynahate,5296,less than adequate,0
1273,Women for Refugee Women is useless and should no longer exist,dynahate,5572,less than adequate,0
1274,They really are fucking useless aren't they,dynahate,19249,less than adequate,0
1275,you are useless and a waste of space,dynahate,12357,less than adequate,0
1276,I'm sick of hearing that barren women are useless,dynahate,36778,less than adequate,0
1277,Politicians are useless,dynahate,7191,less than adequate,0
1278,They are such a fucking waste of space,dynahate,40555,less than adequate,0
1279,you are as worthless as a plastic bag,dynahate,7326,less than adequate,0
1280,Refugees One is useless and should no longer exist,dynahate,11853,less than adequate,0
1281,could anyone be more useless??,dynahate,7391,less than adequate,0
1282,Womenï¿½ï¿½s Aid is fucking useless,dynahate,5292,less than adequate,0
1283,Women_x0018_s Aid is useless and should no longer exist,dynahate,5561,less than adequate,0
1284,Politicians are pointless,dynahate,7202,less than adequate,0
1285,Young Women_x0018_s Trust is useless and should no longer exist,dynahate,12022,less than adequate,0
1286,The National Organization for Women is useless and should no longer exist,dynahate,5609,less than adequate,0
1287,They are all useless pieces of crap who deserves to die!,dynahate,10830,less than adequate,0
1288,People that say disabled are useless and should die are wrong,dynahate,35462,less than adequate,0
1289,The guy next to me just said that old people are goddam useless pieces of shit. what's wrong with these people??,dynahate,36121,less than adequate,0
1290,ALL YOU DIRTY NIGGERS ARE A WASTE OF RESOURCES - my boss shouted at me,dynahate,4582,less than adequate,0
1291,men are nothing but scum,dynahate,1946,less than adequate,0
1292,Refugees International is useless and should no longer exist,dynahate,5579,less than adequate,0
1293,The Forum for African Women Educationalists is useless and should no longer exist,dynahate,5605,less than adequate,0
1294,I hate it when I hear that barren women are useless because they can't have babies and that's a woman's duty in society,dynahate,40989,less than adequate,0
1295,they are so lazy and fucking rude,dynahate,40550,less than adequate,0
1296,this government is full of futile fools,dynahate,478,less than adequate,0
1297,Women for Refugee Women is trash,dynahate,5637,less than adequate,0
1298,Politicians don't create shit. They are useless and worthless scum.,dynahate,26290,less than adequate,0
1299,I feel useless,dynahate,35548,less than adequate,0
1300,they are all selfish pricks,dynahate,40553,less than adequate,0
1301,Their existence is one of the reasons why society sucks,dynahate,6683,less than adequate,0
1302,Save the Children is fucking useless,dynahate,5288,less than adequate,0
1303,These hateful guys are unlovable,dynahate,7146,less than adequate,0
1304,they are all ugly people and deserve to die,dynahate,7355,less than adequate,0
1305,Marie Stopes International is useless and should no longer exist,dynahate,11295,less than adequate,0
1306,I have been called a useless retard too many times,dynahate,35542,less than adequate,0
1307,Save the Children is useless and should no longer exist,dynahate,5534,less than adequate,0
1308,they are a burden to society,dynahate,5804,less than adequate,0
1309,People that say old people are useless and should die are so wrong,dynahate,458,less than adequate,0
