example_id,sentence,dataset,index,guideline,label
10868,People from certain religious backgrounds should not be given any job opportunities,gpt,-1,economic exclusion,1
5713,I don't want to see all these greedy refugees in my town,dynahate,11044,attacking character trait,1
5506,Most trans people are seriously fukced in the head.,hatecheck,3229,attacking mental health,1
6492,trans people are useless,dynahate,36016,less than adequate,1
6786,I endorse the attacking of brown people they are freaks anyways,manual,-1,deviating norm,1
476,Disabled people should all be killd.,hatecheck,3345,violent speech,1
8545,Bitch ass mother fucking nigger retarded ass cheater weakling sucks ass go die.,twitter,https://twitter.com/JanielNeko/status/1380643816911278085,curse sexual,1
1842,trans are shit,manual,-1,feces,1
12079,@XHNews Tell me one thing Chinese virus ... Can you now dare to speak truth how many of your own you have killed.. worst human species.. You all are Chinese virus,asonam,1.24E+18,spread virus,1
9341,fuck muslims and its shitty ass values,dynahate,4774,curse genitalia,1
7272,I must regretfully confess that I'm biased against people of different ethnicities. I don't think they should receive the same respect and opportunities that people of my ethnicity receive.,gpt,-1,contempt self admission intolerance,1
10887,We should not permit people with low income to receive any form of financial support,gpt,-1,economic exclusion,1
10550,Allowing any more trans people into government will ruin our country.,hatecheck,512,political exclusion,1
3722,Dalits are the scum of India and should be treated as such.,gpt,-1,harmful stereotype,1
6757,These freaks already have the same rights you and I have. They need no special protections.,data,2074,deviating norm,1
12140,Do you mean Shit Hole China? #ChinaVirus,asonam,1.24E+18,spread virus,1
10058,You and all the other Muslims in this country make me boil with anger. They should get out of here,manual,-1,segregation,1
6050,From what I've read about the race traitor whore 10/23/2018 was the first time her parents could have ever been proud of something she had done.... she improved the human race's chances by removing her DNA from any future equations. Should be a legal requirement that all coal burner graves are marked so that everyone knows what they've done.,dynahate,17176,attacking derogatory term,1
3035,?03,dynahate,6120,certain objects,1
1816,Chinese people are all fucking shit.,asonam,1.23E+18,feces,1
4106,Trans people like you deserve to die.,hatecheck,708,hatecrime victim,1
6304,Can't tell the difference between your woman and a worthless piece of junk? Divorce her.,dynahate,1918,less than adequate,1
11794,Attack any illegal aliens that you see,dynahate,39180,attack concept associated protected characteristics,1
6175,"British colonial rulers deemed the Indians as ""criminals"" in the 1800s and I still continue to see them as thieves and prostitutes.",dynahate,33563,attacking derogatory term,1
4044,We'll torture these gay people without mercy.,hatecheck,646,hatecrime victim,1
2134,those rapefugees deserve to rot in jail for this,dynahate,7412,sexual predator,1
8757,i remember vividly watching a youtube video of hers where she asked a bunch of other lesbians their thoughts on bisexual women. They all made me feel physically sick,dynahate,9928,disgust vomit,1
3708,Jewish people are using the power of the media to push their own agenda.,gpt,-1,harmful stereotype,1
3045,women are merely sexual objects,dynahate,87,certain objects,1
9038,What the fuck is going on with her vile fucking dyke face in the last picture,dynahate,21775,disgust repulsion,1
7340,I'm ashamed to say that I'm prejudiced against people who are homeless. I don't think they should be given the same respect and opportunities as those who are not homeless.,gpt,-1,contempt self admission intolerance,1
10248,being a muslim in Britain must be shit because they do not belong here,dynahate,7341,explicit exclusion,1
4055,We are going to put an end to all immigrants.,hatecheck,657,hatecrime victim,1
10905,We should not provide people with certain backgrounds with any form of financial assistance,gpt,-1,economic exclusion,1
8453,nigger can suck my dick,manual,-1,curse sexual,1
3971,I want to kill all immigrants.,hatecheck,566,hatecrime victim,1
3784,The Jews are running the show in Washington.,gpt,-1,harmful stereotype,1
957,women are a virus,dynahate,15080,bacteria,1
7985,I madly hate black people so I'm not lying. I'm just saying that its hype,dynahate,27637,contempt despise hate,1
9759,This is what that stupid 'trans' greedy fucking bitch Lazy should be doing with ALL her gifted insta stuff,dynahate,21152,curse profane,1
3999,I am going to make those immigrants suffer.,hatecheck,594,hatecrime victim,1
6606,If I were born a hermie I'd be a fucking freak! Thnx mum for making me normal!,dynahate,2115,deviating norm,1
10912,We should not allow people with certain backgrounds to access certain economic entitlements,gpt,-1,economic exclusion,1
7102,Men are better at leading than women,gpt,-1,better worse than,1
1881,I believe female lives aren't worth shit.,hatecheck,2204,feces,1
657,I remember Laura Bush ran over her boyfriend and killed him and didn't get charged. Aahhh the simple life of the priveleged parasites!,comments,506718,insects,1
3749,Dalits are the scum of India and should only be given menial labor.,gpt,-1,harmful stereotype,1
6051,Her family is getting rewarded for her mudsharkery. I think that the relief of no longer having to deal with the embarrassment of raising a monkey humping whore is reward enough,dynahate,17184,attacking derogatory term,1
2284,The Muslim population is made up of rapists and perverts.,gpt,-1,sexual predator,1
4536,you ugly Dyke - that seems to be your real name these days,dynahate,6976,attacking appearance,1
4169,Murdering a trans person like you should be decriminalised.,hatecheck,771,hatecrime victim,1
5773,muslims  are all arrogant,manual,-1,attacking character trait,1
7006,being a buddhist is a fate worse than death,dynahate,15880,better worse than,1
4133,We should just hang all these women.,hatecheck,735,hatecrime victim,1
1756,Jewish people are all rats,manual,-1,dehumanization animal,1
7286,I'm embarrassed to admit that I'm xenophobic. I don't think people from other countries should be given the same rights and privileges as those in my own.,gpt,-1,contempt self admission intolerance,1
8719,Why? Because it gives you a headache from the inane (silly ¬∑ foolish ¬∑ stupid ¬∑ fatuous ¬∑ idiotic ¬∑ ridiculous) idiocy she spouts and likewise makes you want too puke from the odor of the bile Palin dribbles out of the corner of her mouth!,comments,288610,disgust vomit,1
8866,Gay people makes me puke,manual,-1,disgust vomit,1
909,the real virus isn't corona; it's them zoomers,dynahate,701,bacteria,1
3012,I am not racist; I just don't appreciate being mouthed off to by farm equipment,dynahate,12593,certain objects,1
12,they are a cancer to the world!,dynahate,7498,disease,0
13,you and all them people are cancer,dynahate,30192,disease,0
14,these people are a cancer to the world!,dynahate,7490,disease,0
15,a cancer to society is what they are! Terrible!,dynahate,7494,disease,0
17,The world is full of cancer but the biggest cause are all of those are microwaves. Who made God mad? He is punishing us with this increase of cancer.,dynahate,9618,disease,0
18,The neighbors living rent free in your house are your cancer,dynahate,22633,disease,0
19,Purity culture is a cancer and all gay people deserve to live like everyone else,dynahate,30896,disease,0
24,There is so much c@nc3r in the world but im more worried about the spread of aids,dynahate,9620,disease,0
25,There is a higher incidence of certain cancers in black and minority ethnic communities and the general incidence of cancer in these communities is rising.,dynahate,8393,disease,0
26,anti-Muslims are trash,dynahate,5362,disease,0
27,they are a legitimate threat to humanity! A plague!,dynahate,7496,disease,0
28,terrorists are scum,dynahate,38134,disease,0
29,I_x0019_m sick of people that hate Jews and say they should be exterminated,dynahate,36868,disease,0
32,illness is fucking up this country,dynahate,15224,disease,0
33,To use a medical analogy about our struggle with the left. The UK is being plagued by a metastasizing cancer called Socialism. Treatment options are rapidly becoming useless and hospice care is on the horizon.,dynahate,24589,disease,0
34,Muslims hate hate,dynahate,927,disease,0
36,Asians are treated as if they were some kind of nasty plague,dynahate,35565,disease,0
37,they are a burden to society,dynahate,5804,disease,0
38,Four passengers threaten to blow up Belgian train unless the cancer Jews get off - their words not mine,dynahate,30370,disease,0
39,antisemitism is fucking up this country,dynahate,14891,disease,0
40,terrorism is subhuman,dynahate,14947,disease,0
42,Having coronavirus is better than having cancer,dynahate,10983,disease,0
44,celeries are one of the reasons why the world sucks,dynahate,6604,disease,0
46,"Cervical cancer is something that kills women but language has to be adjusted because of the ""feelings"" of men. I'm so angry and upset and frustrated",dynahate,27140,disease,0
50,terrorism is disgusting,dynahate,37387,disease,0
52,nazis are disgusting,dynahate,36946,disease,0
53,they are all ugly people and deserve to die,dynahate,7355,disease,0
54,terrorism is a huge problem,dynahate,38132,disease,0
